Hour,Current [A],Current Density [A/cm2],Voltage [V],Temperature [C],Anode Pressure [barg],Cathode Pressure [barg]
117,0,0,2.384416471,90,1,1
118,7,1,2.38441833,90,1,1
119,7,1,2.384420189,90,1,1
120,7,1,2.384422048,90,1,1
121,7,1,2.384423907,90,1,1
122,7,1,2.384425766,90,1,1
123,7,1,2.384427625,90,1,1
124,7,1,2.384429484,90,1,1
125,7,1,2.384431343,90,1,1
126,0,0,0,90,1,1
127,0,0,0,90,1,1
128,0,0,0,90,1,1
129,0,0,0,90,1,1
130,0,0,0,90,1,1
131,0,0,0,90,1,1
132,0,0,0,90,1,1
133,0,0,0,90,1,1
134,0,0,0,90,1,1
135,0,0,0,90,1,1
136,0,0,0,90,1,1
137,0,0,0,90,1,1
138,0,0,0,90,1,1
139,7,1,2.384433202,90,1,1
140,7,1,2.384435061,90,1,1
141,7,1,2.38443692,90,1,1
142,7,1,2.384438779,90,1,1
143,7,1,2.384440638,90,1,1
144,7,1,2.384442497,90,1,1
145,7,1,2.384444356,90,1,1
146,7,1,2.384446216,90,1,1
147,0,0,0,90,1,1
148,0,0,0,90,1,1
149,0,0,0,90,1,1
150,0,0,0,90,1,1
151,0,0,0,90,1,1
152,0,0,0,90,1,1
153,0,0,0,90,1,1
154,0,0,0,90,1,1
155,0,0,0,90,1,1
156,0,0,0,90,1,1
157,0,0,0,90,1,1
158,0,0,0,90,1,1
159,0,0,0,90,1,1
160,7,1,2.384448075,90,1,1
161,7,1,2.384449971,90,1,1
162,7,1,2.384451867,90,1,1
163,7,1,2.384453763,90,1,1
164,7,1,2.384455659,90,1,1
165,7,1,2.384457556,90,1,1
166,7,1,2.384459452,90,1,1
167,7,1,2.384461348,90,1,1
168,0,0,0,90,1,1
169,0,0,0,90,1,1
170,0,0,0,90,1,1
171,0,0,0,90,1,1
172,0,0,0,90,1,1
173,0,0,0,90,1,1
174,0,0,0,90,1,1
175,0,0,0,90,1,1
176,0,0,0,90,1,1
177,0,0,0,90,1,1
178,0,0,0,90,1,1
179,0,0,0,90,1,1
180,0,0,0,90,1,1
181,7,1,2.384463244,90,1,1
182,7,1,2.384465141,90,1,1
183,7,1,2.384467037,90,1,1
184,7,1,2.384468843,90,1,1
185,7,1,2.384470649,90,1,1
186,7,1,2.384472454,90,1,1
187,7,1,2.38447426,90,1,1
188,7,1,2.384476066,90,1,1
189,0,0,0,90,1,1
190,0,0,0,90,1,1
191,0,0,0,90,1,1
192,0,0,0,90,1,1
193,0,0,0,90,1,1
194,0,0,0,90,1,1
195,0,0,0,90,1,1
196,0,0,0,90,1,1
197,0,0,0,90,1,1
198,0,0,0,90,1,1
199,0,0,0,90,1,1
200,0,0,0,90,1,1
201,0,0,0,90,1,1
202,7,1,2.384477872,90,1,1
203,7,1,2.384479678,90,1,1
204,7,1,2.384481484,90,1,1
205,7,1,2.38448329,90,1,1
206,7,1,2.384485096,90,1,1
207,7,1,2.384486902,90,1,1
208,7,1,2.384488708,90,1,1
209,7,1,2.384490514,90,1,1
210,0,0,0,90,1,1
211,0,0,0,90,1,1
212,0,0,0,90,1,1
213,0,0,0,90,1,1
214,0,0,0,90,1,1
215,0,0,0,90,1,1
216,0,0,0,90,1,1
217,0,0,0,90,1,1
218,0,0,0,90,1,1
219,0,0,0,90,1,1
220,0,0,0,90,1,1
221,0,0,0,90,1,1
222,0,0,0,90,1,1
223,7,1,2.38449232,90,1,1
224,7,1,2.385355341,90,1,1
225,7,1,2.386218363,90,1,1
226,7,1,2.387081385,90,1,1
227,7,1,2.387944406,90,1,1
228,7,1,2.388807428,90,1,1
229,7,1,2.389670449,90,1,1
230,7,1,2.390533471,90,1,1
231,0,0,0,90,1,1
232,0,0,0,90,1,1
233,0,0,0,90,1,1
234,0,0,0,90,1,1
235,0,0,0,90,1,1
236,0,0,0,90,1,1
237,0,0,0,90,1,1
238,0,0,0,90,1,1
239,0,0,0,90,1,1
240,0,0,0,90,1,1
241,0,0,0,90,1,1
242,0,0,0,90,1,1
243,0,0,0,90,1,1
244,7,1,2.391396493,90,1,1
245,7,1,2.392259514,90,1,1
246,7,1,2.393122536,90,1,1
247,7,1,2.393985558,90,1,1
248,7,1,2.394848579,90,1,1
249,7,1,2.395711601,90,1,1
250,7,1,2.397748597,90,1,1
251,7,1,2.399785593,90,1,1
252,0,0,0,90,1,1
253,0,0,0,90,1,1
254,0,0,0,90,1,1
255,0,0,0,90,1,1
256,0,0,0,90,1,1
257,0,0,0,90,1,1
258,0,0,0,90,1,1
259,0,0,0,90,1,1
260,0,0,0,90,1,1
261,0,0,0,90,1,1
262,0,0,0,90,1,1
263,0,0,0,90,1,1
264,0,0,0,90,1,1
265,7,1,2.40182259,90,1,1
266,7,1,2.403859586,90,1,1
267,7,1,2.405896582,90,1,1
268,7,1,2.407933579,90,1,1
269,7,1,2.409970575,90,1,1
270,7,1,2.412007571,90,1,1
271,7,1,2.414044567,90,1,1
272,7,1,2.416081564,90,1,1
273,0,0,0,90,1,1
274,0,0,0,90,1,1
275,0,0,0,90,1,1
276,0,0,0,90,1,1
277,0,0,0,90,1,1
278,0,0,0,90,1,1
279,0,0,0,90,1,1
280,0,0,0,90,1,1
281,0,0,0,90,1,1
282,0,0,0,90,1,1
283,0,0,0,90,1,1
284,0,0,0,90,1,1
285,0,0,0,90,1,1
286,7,1,2.41811856,90,1,1
287,7,1,2.421852,90,1,1
288,7,1,2.425585439,90,1,1
289,7,1,2.429318879,90,1,1
290,7,1,2.433052319,90,1,1
291,7,1,2.436785758,90,1,1
292,7,1,2.440519198,90,1,1
293,7,1,2.443879294,90,1,1
294,0,0,0,90,1,1
295,0,0,0,90,1,1
296,0,0,0,90,1,1
297,0,0,0,90,1,1
298,0,0,0,90,1,1
299,0,0,0,90,1,1
300,0,0,0,90,1,1
301,0,0,0,90,1,1
302,0,0,0,90,1,1
303,0,0,0,90,1,1
304,0,0,0,90,1,1
305,0,0,0,90,1,1
306,0,0,0,90,1,1
307,7,1,2.44723939,90,1,1
308,7,1,2.450599485,90,1,1
309,7,1,2.453959581,90,1,1
310,7,1,2.457319677,90,1,1
311,7,1,2.460679773,90,1,1
312,7,1,2.464039868,90,1,1
313,7,1,2.467399964,90,1,1
314,7,1,2.47076006,90,1,1
315,0,0,0,90,1,1
316,0,0,0,90,1,1
317,0,0,0,90,1,1
318,0,0,0,90,1,1
319,0,0,0,90,1,1
320,0,0,0,90,1,1
321,0,0,0,90,1,1
322,0,0,0,90,1,1
323,0,0,0,90,1,1
324,0,0,0,90,1,1
325,0,0,0,90,1,1
326,0,0,0,90,1,1
327,0,0,0,90,1,1
328,7,1,2.474120156,90,1,1
329,7,1,2.477174788,90,1,1
330,7,1,2.48022942,90,1,1
331,7,1,2.483284053,90,1,1
332,7,1,2.486338685,90,1,1
333,7,1,2.489393318,90,1,1
334,7,1,2.49244795,90,1,1
335,7,1,2.495502583,90,1,1
336,0,0,0,90,1,1
337,0,0,0,90,1,1
338,0,0,0,90,1,1
339,0,0,0,90,1,1
340,0,0,0,90,1,1
341,0,0,0,90,1,1
342,0,0,0,90,1,1
343,0,0,0,90,1,1
344,0,0,0,90,1,1
345,0,0,0,90,1,1
346,0,0,0,90,1,1
347,0,0,0,90,1,1
348,0,0,0,90,1,1
349,7,1,2.498557215,90,1,1
350,7,1,2.501611848,90,1,1
351,7,1,2.50466648,90,1,1
352,7,1,2.507721113,90,1,1
353,7,1,2.509588886,90,1,1
354,7,1,2.51145666,90,1,1
355,7,1,2.513324433,90,1,1
356,7,1,2.515192206,90,1,1
357,0,0,0,90,1,1
358,0,0,0,90,1,1
359,0,0,0,90,1,1
360,0,0,0,90,1,1
361,0,0,0,90,1,1
362,0,0,0,90,1,1
363,0,0,0,90,1,1
364,0,0,0,90,1,1
365,0,0,0,90,1,1
366,0,0,0,90,1,1
367,0,0,0,90,1,1
368,0,0,0,90,1,1
369,0,0,0,90,1,1
370,7,1,2.517059979,90,1,1
371,7,1,2.518927753,90,1,1
372,7,1,2.520528701,90,1,1
373,7,1,2.52212965,90,1,1
374,7,1,2.523730598,90,1,1
375,7,1,2.525331547,90,1,1
376,7,1,2.526932495,90,1,1
377,7,1,2.528533444,90,1,1
378,0,0,0,90,1,1
379,0,0,0,90,1,1
380,0,0,0,90,1,1
381,0,0,0,90,1,1
382,0,0,0,90,1,1
383,0,0,0,90,1,1
384,0,0,0,90,1,1
385,0,0,0,90,1,1
386,0,0,0,90,1,1
387,0,0,0,90,1,1
388,0,0,0,90,1,1
389,0,0,0,90,1,1
390,0,0,0,90,1,1
391,7,1,2.530134393,90,1,1
392,7,1,2.531735341,90,1,1
393,7,1,2.53333629,90,1,1
394,7,1,2.534937238,90,1,1
395,7,1,2.536538187,90,1,1
396,7,1,2.538139135,90,1,1
397,7,1,2.539740084,90,1,1
398,7,1,2.541341032,90,1,1
399,0,0,0,90,1,1
400,0,0,0,90,1,1
401,0,0,0,90,1,1
402,0,0,0,90,1,1
403,0,0,0,90,1,1
404,0,0,0,90,1,1
405,0,0,0,90,1,1
406,0,0,0,90,1,1
407,0,0,0,90,1,1
408,0,0,0,90,1,1
409,0,0,0,90,1,1
410,0,0,0,90,1,1
411,0,0,0,90,1,1
412,7,1,2.541809293,90,1,1
413,7,1,2.542277553,90,1,1
414,7,1,2.542745813,90,1,1
415,7,1,2.543214073,90,1,1
416,7,1,2.543682333,90,1,1
417,7,1,2.544150593,90,1,1
418,7,1,2.544618853,90,1,1
419,7,1,2.545087114,90,1,1
420,0,0,0,90,1,1
421,0,0,0,90,1,1
422,0,0,0,90,1,1
423,0,0,0,90,1,1
424,0,0,0,90,1,1
425,0,0,0,90,1,1
426,0,0,0,90,1,1
427,0,0,0,90,1,1
428,0,0,0,90,1,1
429,0,0,0,90,1,1
430,0,0,0,90,1,1
431,0,0,0,90,1,1
432,0,0,0,90,1,1
433,7,1,2.545555374,90,1,1
434,7,1,2.546023634,90,1,1
435,7,1,2.546491894,90,1,1
436,7,1,2.546960154,90,1,1
437,7,1,2.547428414,90,1,1
438,7,1,2.547896674,90,1,1
439,7,1,2.548364935,90,1,1
440,7,1,2.548833195,90,1,1
441,0,0,0,90,1,1
442,0,0,0,90,1,1
443,0,0,0,90,1,1
444,0,0,0,90,1,1
445,0,0,0,90,1,1
446,0,0,0,90,1,1
447,0,0,0,90,1,1
448,0,0,0,90,1,1
449,0,0,0,90,1,1
450,0,0,0,90,1,1
451,0,0,0,90,1,1
452,0,0,0,90,1,1
453,0,0,0,90,1,1
454,7,1,2.549301455,90,1,1
455,7,1,2.549769715,90,1,1
456,7,1,2.550237975,90,1,1
457,7,1,2.550706235,90,1,1
458,7,1,2.551174495,90,1,1
459,7,1,2.551642756,90,1,1
460,7,1,2.552111016,90,1,1
461,7,1,2.552579276,90,1,1
462,0,0,0,90,1,1
463,0,0,0,90,1,1
464,0,0,0,90,1,1
465,0,0,0,90,1,1
466,0,0,0,90,1,1
467,0,0,0,90,1,1
468,0,0,0,90,1,1
469,0,0,0,90,1,1
470,0,0,0,90,1,1
471,0,0,0,90,1,1
472,0,0,0,90,1,1
473,0,0,0,90,1,1
474,0,0,0,90,1,1
475,7,1,2.553140872,90,1,1
476,7,1,2.553702468,90,1,1
477,7,1,2.554264064,90,1,1
478,7,1,2.55482566,90,1,1
479,7,1,2.555387257,90,1,1
480,7,1,2.555948853,90,1,1
481,7,1,2.556510449,90,1,1
482,7,1,2.557072045,90,1,1
483,0,0,0,90,1,1
484,0,0,0,90,1,1
485,0,0,0,90,1,1
486,0,0,0,90,1,1
487,0,0,0,90,1,1
488,0,0,0,90,1,1
489,0,0,0,90,1,1
490,0,0,0,90,1,1
491,0,0,0,90,1,1
492,0,0,0,90,1,1
493,0,0,0,90,1,1
494,0,0,0,90,1,1
495,0,0,0,90,1,1
496,7,1,2.557633641,90,1,1
497,7,1,2.558195237,90,1,1
498,7,1,2.558756833,90,1,1
499,7,1,2.55931843,90,1,1
500,7,1,2.559880026,90,1,1
501,7,1,2.560441622,90,1,1
502,7,1,2.561003218,90,1,1
503,7,1,2.561564814,90,1,1
504,0,0,0,90,1,1
505,0,0,0,90,1,1
506,0,0,0,90,1,1
507,0,0,0,90,1,1
508,0,0,0,90,1,1
509,0,0,0,90,1,1
510,0,0,0,90,1,1
511,0,0,0,90,1,1
512,0,0,0,90,1,1
513,0,0,0,90,1,1
514,0,0,0,90,1,1
515,0,0,0,90,1,1
516,0,0,0,90,1,1
517,7,1,2.56212641,90,1,1
518,7,1,2.562688006,90,1,1
519,7,1,2.563249602,90,1,1
520,7,1,2.563811199,90,1,1
521,7,1,2.563253395,90,1,1
522,7,1,2.562695591,90,1,1
523,7,1,2.562137788,90,1,1
524,7,1,2.561579984,90,1,1
525,0,0,0,90,1,1
526,0,0,0,90,1,1
527,0,0,0,90,1,1
528,0,0,0,90,1,1
529,0,0,0,90,1,1
530,0,0,0,90,1,1
531,0,0,0,90,1,1
532,0,0,0,90,1,1
533,0,0,0,90,1,1
534,0,0,0,90,1,1
535,0,0,0,90,1,1
536,0,0,0,90,1,1
537,0,0,0,90,1,1
538,7,1,2.56102218,90,1,1
539,7,1,2.560464376,90,1,1
540,7,1,2.559906573,90,1,1
541,7,1,2.559348769,90,1,1
542,7,1,2.558790965,90,1,1
543,7,1,2.558233162,90,1,1
544,7,1,2.557675358,90,1,1
545,7,1,2.557117554,90,1,1
546,0,0,0,90,1,1
547,0,0,0,90,1,1
548,0,0,0,90,1,1
549,0,0,0,90,1,1
550,0,0,0,90,1,1
551,0,0,0,90,1,1
552,0,0,0,90,1,1
553,0,0,0,90,1,1
554,0,0,0,90,1,1
555,0,0,0,90,1,1
556,0,0,0,90,1,1
557,0,0,0,90,1,1
558,0,0,0,90,1,1
559,7,1,2.55655975,90,1,1
560,7,1,2.556001947,90,1,1
561,7,1,2.555444143,90,1,1
562,7,1,2.554886339,90,1,1
563,7,1,2.554328536,90,1,1
564,7,1,2.553770732,90,1,1
565,7,1,2.553212928,90,1,1
566,7,1,2.552655125,90,1,1
567,0,0,0,90,1,1
568,0,0,0,90,1,1
569,0,0,0,90,1,1
570,0,0,0,90,1,1
571,0,0,0,90,1,1
572,0,0,0,90,1,1
573,0,0,0,90,1,1
574,0,0,0,90,1,1
575,0,0,0,90,1,1
576,0,0,0,90,1,1
577,0,0,0,90,1,1
578,0,0,0,90,1,1
579,0,0,0,90,1,1
580,7,1,2.552123883,90,1,1
581,7,1,2.551592641,90,1,1
582,7,1,2.5510614,90,1,1
583,7,1,2.550530158,90,1,1
584,7,1,2.549998916,90,1,1
585,7,1,2.549467675,90,1,1
586,7,1,2.548936433,90,1,1
587,7,1,2.548405192,90,1,1
588,0,0,0,90,1,1
589,0,0,0,90,1,1
590,0,0,0,90,1,1
591,0,0,0,90,1,1
592,0,0,0,90,1,1
593,0,0,0,90,1,1
594,0,0,0,90,1,1
595,0,0,0,90,1,1
596,0,0,0,90,1,1
597,0,0,0,90,1,1
598,0,0,0,90,1,1
599,0,0,0,90,1,1
600,0,0,0,90,1,1
601,7,1,2.54787395,90,1,1
602,7,1,2.547342708,90,1,1
603,7,1,2.546811467,90,1,1
604,7,1,2.546280225,90,1,1
605,7,1,2.545748983,90,1,1
606,7,1,2.545217742,90,1,1
607,7,1,2.5446865,90,1,1
608,7,1,2.544155259,90,1,1
609,0,0,0,90,1,1
610,0,0,0,90,1,1
611,0,0,0,90,1,1
612,7,1,0,90,1,1
613,7,1,0,90,1,1
614,7,1,0,90,1,1
615,7,1,0,90,1,1
616,7,1,0,90,1,1
617,7,1,0,90,1,1
618,7,1,0,90,1,1
619,7,1,0,90,1,1
620,0,0,0,90,1,1
621,0,0,2.543624017,90,1,1
622,0,0,2.543092775,90,1,1
623,0,0,2.542561534,90,1,1
624,0,0,2.542030292,90,1,1
625,0,0,2.54149905,90,1,1
626,0,0,2.540801401,90,1,1
627,0,0,2.540103751,90,1,1
628,0,0,2.539406101,90,1,1
629,0,0,0,90,1,1
630,0,0,0,90,1,1
631,0,0,0,90,1,1
632,0,0,0,90,1,1
633,7,1,0,90,1,1
634,7,1,0,90,1,1
635,7,1,0,90,1,1
636,7,1,0,90,1,1
637,7,1,0,90,1,1
638,7,1,0,90,1,1
639,7,1,0,90,1,1
640,7,1,0,90,1,1
641,0,0,0,90,1,1
642,0,0,2.538708452,90,1,1
643,0,0,2.538010802,90,1,1
644,0,0,2.537313152,90,1,1
645,0,0,2.536615503,90,1,1
646,0,0,2.535917853,90,1,1
647,0,0,2.535220203,90,1,1
648,0,0,2.534522554,90,1,1
649,0,0,2.533824904,90,1,1
650,0,0,0,90,1,1
651,0,0,0,90,1,1
652,0,0,0,90,1,1
653,0,0,0,90,1,1
654,7,1,0,90,1,1
655,7,1,0,90,1,1
656,7,1,0,90,1,1
657,7,1,0,90,1,1
658,7,1,0,90,1,1
659,7,1,0,90,1,1
660,7,1,0,90,1,1
661,7,1,0,90,1,1
662,0,0,0,90,1,1
663,0,0,2.533127254,90,1,1
664,0,0,2.532429605,90,1,1
665,0,0,2.531731955,90,1,1
666,0,0,2.531034305,90,1,1
667,0,0,2.530336656,90,1,1
668,0,0,2.53033838,90,1,1
669,0,0,2.530340103,90,1,1
670,0,0,2.530341827,90,1,1
671,0,0,0,90,1,1
672,0,0,0,90,1,1
673,0,0,0,90,1,1
674,0,0,0,90,1,1
675,7,1,0,90,1,1
676,7,1,0,90,1,1
677,7,1,0,90,1,1
678,7,1,0,90,1,1
679,7,1,0,90,1,1
680,7,1,0,90,1,1
681,7,1,0,90,1,1
682,7,1,0,90,1,1
683,0,0,0,90,1,1
684,0,0,2.530343551,90,1,1
685,0,0,2.530345275,90,1,1
686,0,0,2.530346999,90,1,1
687,0,0,2.530348723,90,1,1
688,0,0,2.530350446,90,1,1
689,0,0,2.53035217,90,1,1
690,0,0,2.530353894,90,1,1
691,0,0,2.530355618,90,1,1
692,0,0,0,90,1,1
693,0,0,0,90,1,1
694,0,0,0,90,1,1
695,0,0,0,90,1,1
696,7,1,0,90,1,1
697,7,1,0,90,1,1
698,7,1,0,90,1,1
699,7,1,0,90,1,1
700,7,1,0,90,1,1
701,7,1,0,90,1,1
702,7,1,0,90,1,1
703,7,1,0,90,1,1
704,0,0,0,90,1,1
705,0,0,2.529238114,90,1,1
706,0,0,2.528120611,90,1,1
707,0,0,2.527003107,90,1,1
708,0,0,2.525885603,90,1,1
709,0,0,2.5247681,90,1,1
710,0,0,2.523650596,90,1,1
711,0,0,2.522533092,90,1,1
712,0,0,2.521415589,90,1,1
713,0,0,0,90,1,1
714,0,0,0,90,1,1
715,0,0,0,90,1,1
716,0,0,0,90,1,1
717,7,1,0,90,1,1
718,7,1,0,90,1,1
719,7,1,0,90,1,1
720,7,1,0,90,1,1
721,7,1,0,90,1,1
722,7,1,0,90,1,1
723,7,1,0,90,1,1
724,7,1,0,90,1,1
725,0,0,0,90,1,1
726,0,0,2.520298085,90,1,1
727,0,0,2.519180582,90,1,1
728,0,0,2.519182388,90,1,1
729,0,0,2.519184193,90,1,1
730,0,0,2.519185999,90,1,1
731,0,0,2.519187805,90,1,1
732,0,0,2.519189611,90,1,1
733,0,0,2.519191417,90,1,1
734,0,0,0,90,1,1
735,0,0,0,90,1,1
736,0,0,0,90,1,1
737,0,0,0,90,1,1
738,7,1,0,90,1,1
739,7,1,0,90,1,1
740,7,1,0,90,1,1
741,7,1,0,90,1,1
742,7,1,0,90,1,1
743,7,1,0,90,1,1
744,7,1,0,90,1,1
745,7,1,0,90,1,1
746,0,0,0,90,1,1
747,0,0,2.519193223,90,1,1
748,0,0,2.519195096,90,1,1
749,0,0,2.519196969,90,1,1
750,0,0,2.519198841,90,1,1
751,0,0,2.519200714,90,1,1
752,0,0,2.519202587,90,1,1
753,0,0,2.51920446,90,1,1
754,0,0,2.519206333,90,1,1
755,0,0,0,90,1,1
756,0,0,0,90,1,1
757,0,0,0,90,1,1
758,0,0,0,90,1,1
759,7,1,0,90,1,1
760,7,1,0,90,1,1
761,7,1,0,90,1,1
762,7,1,0,90,1,1
763,7,1,0,90,1,1
764,7,1,0,90,1,1
765,7,1,0,90,1,1
766,7,1,0,90,1,1
767,0,0,0,90,1,1
768,0,0,2.519208206,90,1,1
769,0,0,2.519210078,90,1,1
770,0,0,2.519211951,90,1,1
771,0,0,2.519213824,90,1,1
772,0,0,2.519215697,90,1,1
773,0,0,2.51921757,90,1,1
774,0,0,2.519219442,90,1,1
775,0,0,2.519221315,90,1,1
776,0,0,0,90,1,1
777,0,0,0,90,1,1
778,0,0,0,90,1,1
779,0,0,0,90,1,1
780,7,1,0,90,1,1
781,7,1,0,90,1,1
782,7,1,0,90,1,1
783,7,1,0,90,1,1
784,7,1,0,90,1,1
785,7,1,0,90,1,1
786,7,1,0,90,1,1
787,7,1,0,90,1,1
788,0,0,0,90,1,1
789,0,0,2.519223188,90,1,1
790,0,0,2.519225061,90,1,1
791,0,0,2.519226934,90,1,1
792,0,0,2.519228806,90,1,1
793,0,0,2.519230679,90,1,1
794,0,0,2.519232552,90,1,1
795,0,0,2.519234425,90,1,1
796,0,0,2.519236298,90,1,1
797,0,0,0,90,1,1
798,0,0,0,90,1,1
799,0,0,0,90,1,1
800,0,0,0,90,1,1
801,7,1,0,90,1,1
802,7,1,0,90,1,1
803,7,1,0,90,1,1
804,7,1,0,90,1,1
805,7,1,0,90,1,1
806,7,1,0,90,1,1
807,7,1,0,90,1,1
808,7,1,0,90,1,1
809,0,0,0,90,1,1
810,0,0,2.51923817,90,1,1
811,0,0,2.519240043,90,1,1
812,0,0,2.519241916,90,1,1
813,0,0,2.519243789,90,1,1
814,0,0,2.520562589,90,1,1
815,0,0,2.521881389,90,1,1
816,0,0,2.523200189,90,1,1
817,0,0,2.524518989,90,1,1
818,0,0,0,90,1,1
819,0,0,0,90,1,1
820,0,0,0,90,1,1
821,0,0,0,90,1,1
822,7,1,0,90,1,1
823,7,1,0,90,1,1
824,7,1,0,90,1,1
825,7,1,0,90,1,1
826,7,1,0,90,1,1
827,7,1,0,90,1,1
828,7,1,0,90,1,1
829,7,1,0,90,1,1
830,0,0,0,90,1,1
831,0,0,2.525837789,90,1,1
832,0,0,2.527156589,90,1,1
833,0,0,2.528475389,90,1,1
834,0,0,2.529794189,90,1,1
835,0,0,2.531112989,90,1,1
836,0,0,2.532431789,90,1,1
837,0,0,2.533750589,90,1,1
838,0,0,2.535069389,90,1,1
839,0,0,0,90,1,1
840,0,0,0,90,1,1
841,0,0,0,90,1,1
842,0,0,0,90,1,1
843,7,1,0,90,1,1
844,7,1,0,90,1,1
845,7,1,0,90,1,1
846,7,1,0,90,1,1
847,7,1,0,90,1,1
848,7,1,0,90,1,1
849,7,1,0,90,1,1
850,7,1,0,90,1,1
851,0,0,0,90,1,1
852,0,0,2.536388189,90,1,1
853,0,0,2.537706989,90,1,1
854,0,0,2.539025789,90,1,1
855,0,0,2.540344589,90,1,1
856,0,0,2.541663389,90,1,1
857,0,0,2.541665334,90,1,1
858,0,0,2.541667279,90,1,1
859,0,0,2.541669224,90,1,1
860,0,0,0,90,1,1
861,0,0,0,90,1,1
862,0,0,0,90,1,1
863,0,0,0,90,1,1
864,7,1,0,90,1,1
865,7,1,0,90,1,1
866,7,1,0,90,1,1
867,7,1,0,90,1,1
868,7,1,0,90,1,1
869,7,1,0,90,1,1
870,7,1,0,90,1,1
871,7,1,0,90,1,1
872,0,0,0,90,1,1
873,0,0,2.541671169,90,1,1
874,0,0,2.541673113,90,1,1
875,0,0,2.541675058,90,1,1
876,0,0,2.541677003,90,1,1
877,0,0,2.541678948,90,1,1
878,0,0,2.541680893,90,1,1
879,0,0,2.541682838,90,1,1
880,0,0,2.541684782,90,1,1
881,0,0,0,90,1,1
882,0,0,0,90,1,1
883,0,0,0,90,1,1
884,0,0,0,90,1,1
885,7,1,0,90,1,1
886,7,1,0,90,1,1
887,7,1,0,90,1,1
888,7,1,0,90,1,1
889,7,1,0,90,1,1
890,7,1,0,90,1,1
891,7,1,0,90,1,1
892,7,1,0,90,1,1
893,0,0,0,90,1,1
894,0,0,2.541686727,90,1,1
895,0,0,2.541688672,90,1,1
896,0,0,2.542349002,90,1,1
897,0,0,2.543009331,90,1,1
898,0,0,2.543669661,90,1,1
899,0,0,2.54432999,90,1,1
900,0,0,2.54499032,90,1,1
901,0,0,2.545650649,90,1,1
902,0,0,0,90,1,1
903,0,0,0,90,1,1
904,0,0,0,90,1,1
905,0,0,0,90,1,1
906,7,1,0,90,1,1
907,7,1,0,90,1,1
908,7,1,0,90,1,1
909,7,1,0,90,1,1
910,7,1,0,90,1,1
911,7,1,0,90,1,1
912,7,1,0,90,1,1
913,7,1,0,90,1,1
914,0,0,0,90,1,1
915,0,0,2.546310979,90,1,1
916,0,0,2.546971308,90,1,1
917,0,0,2.547631638,90,1,1
918,0,0,2.548291967,90,1,1
919,0,0,2.548952297,90,1,1
920,0,0,2.549612627,90,1,1
921,0,0,2.550272956,90,1,1
922,0,0,2.550933286,90,1,1
923,0,0,0,90,1,1
924,0,0,0,90,1,1
925,0,0,0,90,1,1
926,0,0,0,90,1,1
927,7,1,0,90,1,1
928,7,1,0,90,1,1
929,7,1,0,90,1,1
930,7,1,0,90,1,1
931,7,1,0,90,1,1
932,7,1,0,90,1,1
933,7,1,0,90,1,1
934,7,1,0,90,1,1
935,0,0,0,90,1,1
936,0,0,2.551593615,90,1,1
937,0,0,2.552253945,90,1,1
938,0,0,2.552914274,90,1,1
939,0,0,2.553277206,90,1,1
940,0,0,2.553640138,90,1,1
941,0,0,2.554003069,90,1,1
942,0,0,2.554366001,90,1,1
943,0,0,2.554728933,90,1,1
944,0,0,0,90,1,1
945,0,0,0,90,1,1
946,0,0,0,90,1,1
947,0,0,0,90,1,1
948,7,1,0,90,1,1
949,7,1,0,90,1,1
950,7,1,0,90,1,1
951,7,1,0,90,1,1
952,7,1,0,90,1,1
953,7,1,0,90,1,1
954,7,1,0,90,1,1
955,7,1,0,90,1,1
956,0,0,0,90,1,1
957,0,0,2.555091865,90,1,1
958,0,0,2.555454797,90,1,1
959,0,0,2.555817728,90,1,1
960,0,0,2.55618066,90,1,1
961,0,0,2.556543592,90,1,1
962,0,0,2.556906524,90,1,1
963,0,0,2.557269455,90,1,1
964,0,0,2.557632387,90,1,1
965,0,0,0,90,1,1
966,0,0,0,90,1,1
967,0,0,0,90,1,1
968,0,0,0,90,1,1
969,7,1,0,90,1,1
970,7,1,0,90,1,1
971,7,1,0,90,1,1
972,7,1,0,90,1,1
973,7,1,0,90,1,1
974,7,1,0,90,1,1
975,7,1,0,90,1,1
976,7,1,0,90,1,1
977,0,0,0,90,1,1
978,0,0,2.557995319,90,1,1
979,0,0,2.558358251,90,1,1
980,0,0,2.558721182,90,1,1
981,0,0,2.559084114,90,1,1
982,0,0,2.559447046,90,1,1
983,0,0,2.559809978,90,1,1
984,0,0,2.56017291,90,1,1
985,0,0,2.560535841,90,1,1
986,0,0,0,90,1,1
987,0,0,0,90,1,1
988,0,0,0,90,1,1
989,0,0,0,90,1,1
990,7,1,0,90,1,1
991,7,1,0,90,1,1
992,7,1,0,90,1,1
993,7,1,0,90,1,1
994,7,1,0,90,1,1
995,7,1,0,90,1,1
996,7,1,0,90,1,1
997,7,1,0,90,1,1
998,0,0,0,90,1,1
999,0,0,2.560898773,90,1,1
1000,0,0,2.561261705,90,1,1
1001,0,0,2.561624637,90,1,1
1002,0,0,2.561987568,90,1,1
1003,0,0,2.5623505,90,1,1
1004,0,0,2.562713432,90,1,1
1005,0,0,2.563076364,90,1,1
1006,0,0,2.563439296,90,1,1
1007,0,0,0,90,1,1
1008,0,0,0,90,1,1
1009,0,0,0,90,1,1
1010,0,0,0,90,1,1
1011,7,1,0,90,1,1
1012,7,1,0,90,1,1
