Hour,Current [A],Current Density [A/cm2],Voltage [V],Temperature [C],Anode Pressure [barg],Cathode Pressure [barg]
10468,7,1,0,90,1,1
10469,0,0,0,90,1,1
10470,0,0,2.749984449,90,1,1
10471,0,0,2.749986255,90,1,1
10472,0,0,2.749988061,90,1,1
10473,0,0,2.751109357,90,1,1
10474,0,0,2.752230653,90,1,1
10475,0,0,2.753351949,90,1,1
10476,0,0,2.754473245,90,1,1
10477,0,0,2.755594541,90,1,1
10478,0,0,0,90,1,1
10479,0,0,0,90,1,1
10480,0,0,0,90,1,1
10481,0,0,0,90,1,1
10482,7,1,0,90,1,1
10483,7,1,0,90,1,1
10484,7,1,0,90,1,1
10485,7,1,0,90,1,1
10486,7,1,0,90,1,1
10487,7,1,0,90,1,1
10488,7,1,0,90,1,1
10489,7,1,0,90,1,1
10490,0,0,0,90,1,1
10491,0,0,2.756715837,90,1,1
10492,0,0,2.757837133,90,1,1
10493,0,0,2.758958429,90,1,1
10494,0,0,2.760079725,90,1,1
10495,0,0,2.761201021,90,1,1
10496,0,0,2.76292512,90,1,1
10497,0,0,2.764649218,90,1,1
10498,0,0,2.766373317,90,1,1
10499,0,0,0,90,1,1
10500,0,0,0,90,1,1
10501,0,0,0,90,1,1
10502,0,0,0,90,1,1
10503,7,1,0,90,1,1
10504,7,1,0,90,1,1
10505,7,1,0,90,1,1
10506,7,1,0,90,1,1
10507,7,1,0,90,1,1
10508,7,1,0,90,1,1
10509,7,1,0,90,1,1
10510,7,1,0,90,1,1
10511,0,0,0,90,1,1
10512,0,0,2.768097415,90,1,1
10513,0,0,2.769821514,90,1,1
10514,0,0,2.771545612,90,1,1
10515,0,0,2.77326971,90,1,1
10516,0,0,2.774993809,90,1,1
10517,0,0,2.776717907,90,1,1
10518,0,0,2.778442006,90,1,1
10519,0,0,2.780166104,90,1,1
10520,0,0,0,90,1,1
10521,0,0,0,90,1,1
10522,0,0,0,90,1,1
10523,0,0,0,90,1,1
10524,7,1,0,90,1,1
10525,7,1,0,90,1,1
10526,7,1,0,90,1,1
10527,7,1,0,90,1,1
10528,7,1,0,90,1,1
10529,7,1,0,90,1,1
10530,7,1,0,90,1,1
10531,7,1,0,90,1,1
10532,0,0,0,90,1,1
10533,0,0,2.781890203,90,1,1
10534,0,0,2.783614301,90,1,1
10535,0,0,2.784274631,90,1,1
10536,0,0,2.78493496,90,1,1
10537,0,0,2.78559529,90,1,1
10538,0,0,2.786255619,90,1,1
10539,0,0,2.786915949,90,1,1
10540,0,0,2.787576278,90,1,1
10541,0,0,0,90,1,1
10542,0,0,0,90,1,1
10543,0,0,0,90,1,1
10544,0,0,0,90,1,1
10545,7,1,0,90,1,1
10546,7,1,0,90,1,1
10547,7,1,0,90,1,1
10548,7,1,0,90,1,1
10549,7,1,0,90,1,1
10550,7,1,0,90,1,1
10551,7,1,0,90,1,1
10552,7,1,0,90,1,1
10553,0,0,0,90,1,1
10554,0,0,2.788236608,90,1,1
10555,0,0,2.788896937,90,1,1
10556,0,0,2.789557267,90,1,1
10557,0,0,2.790217596,90,1,1
10558,0,0,2.790877926,90,1,1
10559,0,0,2.791538255,90,1,1
10560,0,0,2.792198585,90,1,1
10561,0,0,2.792858915,90,1,1
10562,0,0,0,90,1,1
10563,0,0,0,90,1,1
10564,0,0,0,90,1,1
10565,0,0,0,90,1,1
10566,7,1,0,90,1,1
10567,7,1,0,90,1,1
10568,7,1,0,90,1,1
10569,7,1,0,90,1,1
10570,7,1,0,90,1,1
10571,7,1,0,90,1,1
10572,7,1,0,90,1,1
10573,7,1,0,90,1,1
10574,0,0,0,90,1,1
10575,0,0,2.793519244,90,1,1
10576,0,0,2.794179574,90,1,1
10577,0,0,2.794839903,90,1,1
10578,0,0,2.795308163,90,1,1
10579,0,0,2.795776423,90,1,1
10580,0,0,2.796244684,90,1,1
10581,0,0,2.796712944,90,1,1
10582,0,0,2.797181204,90,1,1
10583,0,0,0,90,1,1
10584,0,0,0,90,1,1
10585,0,0,0,90,1,1
10586,0,0,0,90,1,1
10587,7,1,0,90,1,1
10588,7,1,0,90,1,1
10589,7,1,0,90,1,1
10590,7,1,0,90,1,1
10591,7,1,0,90,1,1
10592,7,1,0,90,1,1
10593,7,1,0,90,1,1
10594,7,1,0,90,1,1
10595,0,0,0,90,1,1
10596,0,0,2.797649464,90,1,1
10597,0,0,2.798117724,90,1,1
10598,0,0,2.798585984,90,1,1
10599,0,0,2.799054244,90,1,1
10600,0,0,2.799522505,90,1,1
10601,0,0,2.799990765,90,1,1
10602,0,0,2.800459025,90,1,1
10603,0,0,2.800927285,90,1,1
10604,0,0,0,90,1,1
10605,0,0,0,90,1,1
10606,0,0,0,90,1,1
10607,0,0,0,90,1,1
10608,7,1,0,90,1,1
10609,7,1,0,90,1,1
10610,7,1,0,90,1,1
10611,7,1,0,90,1,1
10612,7,1,0,90,1,1
10613,7,1,0,90,1,1
10614,7,1,0,90,1,1
10615,7,1,0,90,1,1
10616,0,0,0,90,1,1
10617,0,0,2.801395545,90,1,1
10618,0,0,2.801863805,90,1,1
10619,0,0,2.802332065,90,1,1
10620,0,0,2.802800326,90,1,1
10621,0,0,2.803268586,90,1,1
10622,0,0,2.803736846,90,1,1
10623,0,0,2.804205106,90,1,1
10624,0,0,2.804673366,90,1,1
10625,0,0,0,90,1,1
10626,0,0,0,90,1,1
10627,0,0,0,90,1,1
10628,0,0,0,90,1,1
10629,7,1,0,90,1,1
10630,7,1,0,90,1,1
10631,7,1,0,90,1,1
10632,7,1,0,90,1,1
10633,7,1,0,90,1,1
10634,7,1,0,90,1,1
10635,7,1,0,90,1,1
10636,7,1,0,90,1,1
10637,0,0,0,90,1,1
10638,0,0,2.805141626,90,1,1
10639,0,0,2.805609886,90,1,1
10640,0,0,2.806078147,90,1,1
10641,0,0,2.806738476,90,1,1
10642,0,0,2.807398806,90,1,1
10643,0,0,2.808059135,90,1,1
10644,0,0,2.808719465,90,1,1
10645,0,0,2.809379794,90,1,1
10646,0,0,0,90,1,1
10647,0,0,0,90,1,1
10648,0,0,0,90,1,1
10649,0,0,0,90,1,1
10650,7,1,0,90,1,1
10651,7,1,0,90,1,1
10652,7,1,0,90,1,1
10653,7,1,0,90,1,1
10654,7,1,0,90,1,1
10655,7,1,0,90,1,1
10656,7,1,0,90,1,1
10657,7,1,0,90,1,1
10658,0,0,0,90,1,1
10659,0,0,2.810040124,90,1,1
10660,0,0,2.810700453,90,1,1
10661,0,0,2.811360783,90,1,1
10662,0,0,2.812021112,90,1,1
10663,0,0,2.812681442,90,1,1
10664,0,0,2.813341771,90,1,1
10665,0,0,2.814002101,90,1,1
10666,0,0,2.81466243,90,1,1
10667,0,0,0,90,1,1
10668,0,0,0,90,1,1
10669,0,0,0,90,1,1
10670,0,0,0,90,1,1
10671,7,1,0,90,1,1
10672,7,1,0,90,1,1
10673,7,1,0,90,1,1
10674,7,1,0,90,1,1
10675,7,1,0,90,1,1
10676,7,1,0,90,1,1
10677,7,1,0,90,1,1
10678,7,1,0,90,1,1
10679,0,0,0,90,1,1
10680,0,0,2.81532276,90,1,1
10681,0,0,2.81598309,90,1,1
10682,0,0,2.816643419,90,1,1
10683,0,0,2.817303749,90,1,1
10684,0,0,2.818622549,90,1,1
10685,0,0,2.819941349,90,1,1
10686,0,0,2.821260149,90,1,1
10687,0,0,2.822578949,90,1,1
10688,0,0,0,90,1,1
10689,0,0,0,90,1,1
10690,0,0,0,90,1,1
10691,0,0,0,90,1,1
10692,7,1,0,90,1,1
10693,7,1,0,90,1,1
10694,7,1,0,90,1,1
10695,7,1,0,90,1,1
10696,7,1,0,90,1,1
10697,7,1,0,90,1,1
10698,7,1,0,90,1,1
10699,7,1,0,90,1,1
10700,0,0,0,90,1,1
10701,0,0,2.823897749,90,1,1
10702,0,0,2.825216549,90,1,1
10703,0,0,2.826535349,90,1,1
10704,0,0,2.827854149,90,1,1
10705,0,0,2.829172949,90,1,1
10706,0,0,2.830491749,90,1,1
10707,0,0,2.831810549,90,1,1
10708,0,0,2.833129349,90,1,1
10709,0,0,0,90,1,1
10710,0,0,0,90,1,1
10711,0,0,0,90,1,1
10712,0,0,0,90,1,1
10713,7,1,0,90,1,1
10714,7,1,0,90,1,1
10715,7,1,0,90,1,1
10716,7,1,0,90,1,1
10717,7,1,0,90,1,1
10718,7,1,0,90,1,1
10719,7,1,0,90,1,1
10720,7,1,0,90,1,1
10721,0,0,0,90,1,1
10722,0,0,2.834448149,90,1,1
10723,0,0,2.835766949,90,1,1
10724,0,0,2.837085749,90,1,1
10725,0,0,2.838404549,90,1,1
10726,0,0,2.839723349,90,1,1
10727,0,0,2.840586371,90,1,1
10728,0,0,2.841449392,90,1,1
10729,0,0,2.842312414,90,1,1
10730,0,0,0,90,1,1
10731,0,0,0,90,1,1
10732,0,0,0,90,1,1
10733,0,0,0,90,1,1
10734,7,1,0,90,1,1
10735,7,1,0,90,1,1
10736,7,1,0,90,1,1
10737,7,1,0,90,1,1
10738,7,1,0,90,1,1
10739,7,1,0,90,1,1
10740,7,1,0,90,1,1
10741,7,1,0,90,1,1
10742,0,0,0,90,1,1
10743,0,0,2.843175436,90,1,1
10744,0,0,2.844038457,90,1,1
10745,0,0,2.844901479,90,1,1
10746,0,0,2.8457645,90,1,1
10747,0,0,2.846627522,90,1,1
10748,0,0,2.847490544,90,1,1
10749,0,0,2.848353565,90,1,1
10750,0,0,2.849216587,90,1,1
10751,0,0,0,90,1,1
10752,0,0,0,90,1,1
10753,0,0,0,90,1,1
10754,0,0,0,90,1,1
10755,7,1,0,90,1,1
10756,7,1,0,90,1,1
10757,7,1,0,90,1,1
10758,7,1,0,90,1,1
10759,7,1,0,90,1,1
10760,7,1,0,90,1,1
10761,7,1,0,90,1,1
10762,7,1,0,90,1,1
10763,0,0,0,90,1,1
10764,0,0,2.850079609,90,1,1
10765,0,0,2.85094263,90,1,1
10766,0,0,2.851744008,90,1,1
10767,0,0,2.852545385,90,1,1
10768,0,0,2.853346762,90,1,1
10769,0,0,2.854148139,90,1,1
10770,0,0,2.854949516,90,1,1
10771,0,0,2.855750894,90,1,1
10772,0,0,0,90,1,1
10773,0,0,0,90,1,1
10774,0,0,0,90,1,1
10775,0,0,0,90,1,1
10776,7,1,0,90,1,1
10777,7,1,0,90,1,1
10778,7,1,0,90,1,1
10779,7,1,0,90,1,1
10780,7,1,0,90,1,1
10781,7,1,0,90,1,1
10782,7,1,0,90,1,1
10783,7,1,0,90,1,1
10784,0,0,0,90,1,1
10785,0,0,2.856552271,90,1,1
10786,0,0,2.857353648,90,1,1
10787,0,0,2.858155025,90,1,1
10788,0,0,2.858956403,90,1,1
10789,0,0,2.85975778,90,1,1
10790,0,0,2.860559157,90,1,1
10791,0,0,2.861360534,90,1,1
10792,0,0,2.862161912,90,1,1
10793,0,0,0,90,1,1
10794,0,0,0,90,1,1
10795,0,0,0,90,1,1
10796,0,0,0,90,1,1
10797,7,1,0,90,1,1
10798,7,1,0,90,1,1
10799,7,1,0,90,1,1
10800,7,1,0,90,1,1
10801,7,1,0,90,1,1
10802,7,1,0,90,1,1
10803,7,1,0,90,1,1
10804,7,1,0,90,1,1
10805,0,0,0,90,1,1
10806,0,0,2.862163856,90,1,1
10807,0,0,2.862165801,90,1,1
10808,0,0,2.862167746,90,1,1
10809,0,0,2.862169691,90,1,1
10810,0,0,2.862171636,90,1,1
10811,0,0,2.862173581,90,1,1
10812,0,0,2.862175525,90,1,1
10813,0,0,2.86217747,90,1,1
10814,0,0,0,90,1,1
10815,0,0,0,90,1,1
10816,0,0,0,90,1,1
10817,0,0,0,90,1,1
10818,7,1,0,90,1,1
10819,7,1,0,90,1,1
10820,7,1,0,90,1,1
10821,7,1,0,90,1,1
10822,7,1,0,90,1,1
10823,7,1,0,90,1,1
10824,7,1,0,90,1,1
10825,7,1,0,90,1,1
10826,0,0,0,90,1,1
10827,0,0,2.862179415,90,1,1
10828,0,0,2.86218136,90,1,1
10829,0,0,2.862183305,90,1,1
10830,0,0,2.86218525,90,1,1
10831,0,0,2.862187194,90,1,1
10832,0,0,2.863788143,90,1,1
10833,0,0,2.865389092,90,1,1
10834,0,0,2.86699004,90,1,1
10835,0,0,0,90,1,1
10836,0,0,0,90,1,1
10837,0,0,0,90,1,1
10838,0,0,0,90,1,1
10839,7,1,0,90,1,1
10840,7,1,0,90,1,1
10841,7,1,0,90,1,1
10842,7,1,0,90,1,1
10843,7,1,0,90,1,1
10844,7,1,0,90,1,1
10845,7,1,0,90,1,1
10846,7,1,0,90,1,1
10847,0,0,0,90,1,1
10848,0,0,2.868590989,90,1,1
10849,0,0,2.870191937,90,1,1
10850,0,0,2.871792886,90,1,1
10851,0,0,2.873393834,90,1,1
10852,0,0,2.874994783,90,1,1
10853,0,0,2.876595731,90,1,1
10854,0,0,2.87819668,90,1,1
10855,0,0,2.879797629,90,1,1
10856,0,0,0,90,1,1
10857,0,0,0,90,1,1
10858,0,0,0,90,1,1
10859,0,0,0,90,1,1
10860,7,1,0,90,1,1
10861,7,1,0,90,1,1
10862,7,1,0,90,1,1
10863,7,1,0,90,1,1
10864,7,1,0,90,1,1
10865,7,1,0,90,1,1
10866,7,1,0,90,1,1
10867,7,1,0,90,1,1
10868,0,0,0,90,1,1
10869,0,0,2.881398577,90,1,1
10870,0,0,2.882999526,90,1,1
10871,0,0,2.884600474,90,1,1
10872,0,0,2.88460237,90,1,1
10873,0,0,2.884604267,90,1,1
10874,0,0,2.884606163,90,1,1
10875,0,0,2.884608059,90,1,1
10876,0,0,2.884609955,90,1,1
10877,0,0,0,90,1,1
10878,0,0,0,90,1,1
10879,0,0,0,90,1,1
10880,0,0,0,90,1,1
10881,7,1,0,90,1,1
10882,7,1,0,90,1,1
10883,7,1,0,90,1,1
10884,7,1,0,90,1,1
10885,7,1,0,90,1,1
10886,7,1,0,90,1,1
10887,7,1,0,90,1,1
10888,7,1,0,90,1,1
10889,0,0,0,90,1,1
10890,0,0,2.884611851,90,1,1
10891,0,0,2.884613748,90,1,1
10892,0,0,2.884615644,90,1,1
10893,0,0,2.88461754,90,1,1
10894,0,0,2.884619436,90,1,1
10895,0,0,2.884621333,90,1,1
10896,0,0,2.884623229,90,1,1
10897,0,0,2.884625125,90,1,1
10898,0,0,0,90,1,1
10899,0,0,0,90,1,1
10900,0,0,0,90,1,1
10901,0,0,0,90,1,1
10902,7,1,0,90,1,1
10903,7,1,0,90,1,1
10904,7,1,0,90,1,1
10905,7,1,0,90,1,1
10906,7,1,0,90,1,1
10907,7,1,0,90,1,1
10908,7,1,0,90,1,1
10909,7,1,0,90,1,1
10910,0,0,0,90,1,1
10911,0,0,2.884627021,90,1,1
10912,0,0,2.884628917,90,1,1
10913,0,0,2.884630814,90,1,1
10914,0,0,2.88463271,90,1,1
10915,0,0,2.884634606,90,1,1
10916,0,0,2.884636502,90,1,1
10917,0,0,2.884638399,90,1,1
10918,0,0,2.886239347,90,1,1
10919,0,0,0,90,1,1
10920,0,0,0,90,1,1
10921,0,0,0,90,1,1
10922,0,0,0,90,1,1
10923,7,1,0,90,1,1
10924,7,1,0,90,1,1
10925,7,1,0,90,1,1
10926,7,1,0,90,1,1
10927,7,1,0,90,1,1
10928,7,1,0,90,1,1
10929,7,1,0,90,1,1
10930,7,1,0,90,1,1
10931,0,0,0,90,1,1
10932,0,0,2.887840296,90,1,1
10933,0,0,2.889441244,90,1,1
10934,0,0,2.891042193,90,1,1
10935,0,0,2.892643141,90,1,1
10936,0,0,2.89424409,90,1,1
10937,0,0,2.895845038,90,1,1
10938,0,0,2.896505368,90,1,1
10939,0,0,2.897165697,90,1,1
10940,0,0,0,90,1,1
10941,0,0,0,90,1,1
10942,0,0,0,90,1,1
10943,0,0,0,90,1,1
10944,7,1,0,90,1,1
10945,7,1,0,90,1,1
10946,7,1,0,90,1,1
10947,7,1,0,90,1,1
10948,7,1,0,90,1,1
10949,7,1,0,90,1,1
10950,7,1,0,90,1,1
10951,7,1,0,90,1,1
10952,0,0,0,90,1,1
10953,0,0,2.897826027,90,1,1
10954,0,0,2.898486356,90,1,1
10955,0,0,2.899146686,90,1,1
10956,0,0,2.899807016,90,1,1
10957,0,0,2.900467345,90,1,1
10958,0,0,2.901127675,90,1,1
10959,0,0,2.901788004,90,1,1
10960,0,0,2.902448334,90,1,1
10961,0,0,0,90,1,1
10962,0,0,0,90,1,1
10963,0,0,0,90,1,1
10964,0,0,0,90,1,1
10965,7,1,0,90,1,1
10966,7,1,0,90,1,1
10967,7,1,0,90,1,1
10968,7,1,0,90,1,1
10969,7,1,0,90,1,1
10970,7,1,0,90,1,1
10971,7,1,0,90,1,1
10972,7,1,0,90,1,1
10973,0,0,0,90,1,1
10974,0,0,2.903108663,90,1,1
10975,0,0,2.903768993,90,1,1
10976,0,0,2.904429322,90,1,1
10977,0,0,2.905089652,90,1,1
10978,0,0,2.905749981,90,1,1
10979,0,0,2.906410311,90,1,1
10980,0,0,2.90707064,90,1,1
10981,0,0,2.910270732,90,1,1
10982,0,0,0,90,1,1
10983,0,0,0,90,1,1
10984,0,0,0,90,1,1
10985,0,0,0,90,1,1
10986,7,1,0,90,1,1
10987,7,1,0,90,1,1
10988,7,1,0,90,1,1
10989,7,1,0,90,1,1
10990,7,1,0,90,1,1
10991,7,1,0,90,1,1
10992,7,1,0,90,1,1
10993,7,1,0,90,1,1
10994,0,0,0,90,1,1
10995,0,0,2.913470823,90,1,1
10996,0,0,2.916670914,90,1,1
10997,0,0,2.919871005,90,1,1
10998,0,0,2.923071096,90,1,1
10999,0,0,2.926271187,90,1,1
11000,0,0,2.929471279,90,1,1
11001,0,0,2.932056454,90,1,1
11002,0,0,2.934641629,90,1,1
11003,0,0,0,90,1,1
11004,0,0,0,90,1,1
11005,0,0,0,90,1,1
11006,0,0,0,90,1,1
11007,7,1,0,90,1,1
11008,7,1,0,90,1,1
11009,7,1,0,90,1,1
11010,7,1,0,90,1,1
11011,7,1,0,90,1,1
11012,7,1,0,90,1,1
11013,7,1,0,90,1,1
11014,7,1,0,90,1,1
11015,0,0,0,90,1,1
11016,0,0,2.937226804,90,1,1
11017,0,0,2.93981198,90,1,1
11018,0,0,2.942397155,90,1,1
11019,0,0,2.94498233,90,1,1
11020,0,0,2.947567505,90,1,1
11021,0,0,2.950152681,90,1,1
11022,0,0,2.952737856,90,1,1
11023,0,0,2.955323031,90,1,1
11024,0,0,0,90,1,1
11025,0,0,0,90,1,1
11026,0,0,0,90,1,1
11027,0,0,0,90,1,1
11028,7,1,0,90,1,1
11029,7,1,0,90,1,1
11030,7,1,0,90,1,1
11031,7,1,0,90,1,1
11032,7,1,0,90,1,1
11033,7,1,0,90,1,1
11034,7,1,0,90,1,1
11035,7,1,0,90,1,1
11036,0,0,0,90,1,1
11037,0,0,2.957908206,90,1,1
11038,0,0,2.960493382,90,1,1
11039,0,0,2.963078557,90,1,1
11040,0,0,2.964679505,90,1,1
11041,0,0,2.966280454,90,1,1
11042,0,0,2.967881402,90,1,1
11043,0,0,2.969482351,90,1,1
11044,0,0,2.971083299,90,1,1
11045,0,0,0,90,1,1
11046,0,0,0,90,1,1
11047,0,0,0,90,1,1
11048,0,0,0,90,1,1
11049,7,1,0,90,1,1
11050,7,1,0,90,1,1
11051,7,1,0,90,1,1
11052,7,1,0,90,1,1
11053,7,1,0,90,1,1
11054,7,1,0,90,1,1
11055,7,1,0,90,1,1
11056,7,1,0,90,1,1
11057,0,0,0,90,1,1
11058,0,0,2.972684248,90,1,1
11059,0,0,2.974285197,90,1,1
11060,0,0,2.975886145,90,1,1
11061,0,0,2.977487094,90,1,1
11062,0,0,2.979088042,90,1,1
11063,0,0,2.980688991,90,1,1
11064,0,0,2.982289939,90,1,1
11065,0,0,2.983890888,90,1,1
11066,0,0,0,90,1,1
11067,0,0,0,90,1,1
11068,0,0,0,90,1,1
11069,0,0,0,90,1,1
11070,7,1,0,90,1,1
11071,7,1,0,90,1,1
11072,7,1,0,90,1,1
11073,7,1,0,90,1,1
11074,7,1,0,90,1,1
11075,7,1,0,90,1,1
11076,7,1,0,90,1,1
11077,7,1,0,90,1,1
11078,0,0,0,90,1,1
11079,0,0,2.985491836,90,1,1
11080,0,0,2.987215935,90,1,1
11081,0,0,2.988940033,90,1,1
11082,0,0,2.990664132,90,1,1
11083,0,0,2.99238823,90,1,1
11084,0,0,2.994112329,90,1,1
11085,0,0,2.995836427,90,1,1
11086,0,0,2.997560526,90,1,1
11087,0,0,0,90,1,1
11088,0,0,0,90,1,1
11089,0,0,0,90,1,1
11090,0,0,0,90,1,1
11091,7,1,0,90,1,1
11092,7,1,0,90,1,1
11093,7,1,0,90,1,1
11094,7,1,0,90,1,1
11095,7,1,0,90,1,1
11096,7,1,0,90,1,1
11097,7,1,0,90,1,1
11098,7,1,0,90,1,1
11099,0,0,0,90,1,1
11100,0,0,2.999284624,90,1,1
11101,0,0,3.001008722,90,1,1
11102,0,0,3.002732821,90,1,1
11103,0,0,3.004456919,90,1,1
11104,0,0,3.006181018,90,1,1
11105,0,0,3.007905116,90,1,1
11106,0,0,3.009223916,90,1,1
11107,0,0,3.010542716,90,1,1
11108,0,0,0,90,1,1
11109,0,0,0,90,1,1
11110,0,0,0,90,1,1
11111,0,0,0,90,1,1
11112,7,1,0,90,1,1
11113,7,1,0,90,1,1
11114,7,1,0,90,1,1
11115,7,1,0,90,1,1
11116,7,1,0,90,1,1
11117,7,1,0,90,1,1
11118,7,1,0,90,1,1
11119,7,1,0,90,1,1
11120,0,0,0,90,1,1
11121,0,0,3.011861516,90,1,1
11122,0,0,3.013180316,90,1,1
11123,0,0,3.014499116,90,1,1
11124,0,0,3.015817916,90,1,1
11125,0,0,3.017136716,90,1,1
11126,0,0,3.018455516,90,1,1
11127,0,0,3.019774316,90,1,1
11128,0,0,3.021093116,90,1,1
11129,0,0,0,90,1,1
11130,0,0,0,90,1,1
11131,0,0,0,90,1,1
11132,0,0,0,90,1,1
11133,7,1,0,90,1,1
11134,7,1,0,90,1,1
11135,7,1,0,90,1,1
11136,7,1,0,90,1,1
11137,7,1,0,90,1,1
11138,7,1,0,90,1,1
11139,7,1,0,90,1,1
11140,7,1,0,90,1,1
11141,0,0,0,90,1,1
11142,0,0,3.022411916,90,1,1
11143,0,0,3.023730716,90,1,1
11144,0,0,3.025049516,90,1,1
11145,0,0,3.026368316,90,1,1
11146,0,0,3.027687117,90,1,1
11147,0,0,3.029005917,90,1,1
11148,0,0,3.030324717,90,1,1
11149,0,0,3.033524808,90,1,1
11150,0,0,0,90,1,1
11151,0,0,0,90,1,1
11152,0,0,0,90,1,1
11153,0,0,0,90,1,1
11154,7,1,0,90,1,1
11155,7,1,0,90,1,1
11156,7,1,0,90,1,1
11157,7,1,0,90,1,1
11158,7,1,0,90,1,1
11159,7,1,0,90,1,1
11160,7,1,0,90,1,1
11161,7,1,0,90,1,1
11162,0,0,0,90,1,1
11163,0,0,3.036724899,90,1,1
11164,0,0,3.03992499,90,1,1
11165,0,0,3.043125081,90,1,1
11166,0,0,3.046325172,90,1,1
11167,0,0,3.049525264,90,1,1
11168,0,0,3.052725355,90,1,1
11169,0,0,3.053286951,90,1,1
11170,0,0,3.053848547,90,1,1
11171,0,0,0,90,1,1
11172,0,0,0,90,1,1
11173,0,0,0,90,1,1
11174,0,0,0,90,1,1
11175,7,1,0,90,1,1
11176,7,1,0,90,1,1
11177,7,1,0,90,1,1
11178,7,1,0,90,1,1
11179,7,1,0,90,1,1
11180,7,1,0,90,1,1
11181,7,1,0,90,1,1
11182,7,1,0,90,1,1
11183,0,0,0,90,1,1
11184,0,0,3.054410143,90,1,1
11185,0,0,3.054971739,90,1,1
11186,0,0,3.055533335,90,1,1
11187,0,0,3.056094932,90,1,1
11188,0,0,3.056656528,90,1,1
11189,0,0,3.057218124,90,1,1
11190,0,0,3.05777972,90,1,1
11191,0,0,3.058341316,90,1,1
11192,0,0,0,90,1,1
11193,0,0,0,90,1,1
11194,0,0,0,90,1,1
11195,0,0,0,90,1,1
11196,7,1,0,90,1,1
11197,7,1,0,90,1,1
11198,7,1,0,90,1,1
11199,7,1,0,90,1,1
11200,7,1,0,90,1,1
11201,7,1,0,90,1,1
11202,7,1,0,90,1,1
11203,7,1,0,90,1,1
11204,0,0,0,90,1,1
11205,0,0,3.058902912,90,1,1
11206,0,0,3.059464508,90,1,1
11207,0,0,3.060026105,90,1,1
11208,0,0,3.060587701,90,1,1
11209,0,0,3.061149297,90,1,1
11210,0,0,3.061710893,90,1,1
11211,0,0,3.062272489,90,1,1
11212,0,0,3.062834085,90,1,1
11213,0,0,0,90,1,1
11214,0,0,0,90,1,1
11215,0,0,0,90,1,1
11216,0,0,0,90,1,1
11217,7,1,0,90,1,1
11218,7,1,0,90,1,1
11219,7,1,0,90,1,1
11220,7,1,0,90,1,1
11221,7,1,0,90,1,1
11222,7,1,0,90,1,1
11223,7,1,0,90,1,1
11224,7,1,0,90,1,1
11225,0,0,0,90,1,1
11226,0,0,3.063395681,90,1,1
11227,0,0,3.063957278,90,1,1
11228,0,0,3.064373743,90,1,1
11229,0,0,3.064790208,90,1,1
11230,0,0,3.065206674,90,1,1
11231,0,0,3.065623139,90,1,1
11232,0,0,3.066039604,90,1,1
11233,0,0,3.06645607,90,1,1
11234,0,0,0,90,1,1
11235,0,0,0,90,1,1
11236,0,0,0,90,1,1
11237,0,0,0,90,1,1
11238,7,1,0,90,1,1
11239,7,1,0,90,1,1
11240,7,1,0,90,1,1
11241,7,1,0,90,1,1
11242,7,1,0,90,1,1
11243,7,1,0,90,1,1
11244,7,1,0,90,1,1
11245,7,1,0,90,1,1
11246,0,0,0,90,1,1
11247,0,0,3.066872535,90,1,1
11248,0,0,3.067289,90,1,1
11249,0,0,3.067705466,90,1,1
11250,0,0,3.068121931,90,1,1
11251,0,0,3.068538396,90,1,1
11252,0,0,3.068954862,90,1,1
11253,0,0,3.069371327,90,1,1
11254,0,0,3.069787792,90,1,1
11255,0,0,0,90,1,1
11256,0,0,0,90,1,1
11257,0,0,0,90,1,1
11258,0,0,0,90,1,1
11259,7,1,0,90,1,1
11260,7,1,0,90,1,1
11261,7,1,0,90,1,1
11262,7,1,0,90,1,1
11263,7,1,0,90,1,1
11264,7,1,0,90,1,1
11265,7,1,0,90,1,1
11266,7,1,0,90,1,1
11267,0,0,0,90,1,1
11268,0,0,3.070204258,90,1,1
11269,0,0,3.070620723,90,1,1
11270,0,0,3.071037188,90,1,1
11271,0,0,3.071453654,90,1,1
11272,0,0,3.071870119,90,1,1
11273,0,0,3.072286584,90,1,1
11274,0,0,3.07270305,90,1,1
11275,0,0,3.073119515,90,1,1
11276,0,0,0,90,1,1
11277,0,0,0,90,1,1
11278,0,0,0,90,1,1
11279,0,0,0,90,1,1
11280,7,1,0,90,1,1
11281,7,1,0,90,1,1
11282,7,1,0,90,1,1
11283,7,1,0,90,1,1
11284,7,1,0,90,1,1
11285,7,1,0,90,1,1
11286,7,1,0,90,1,1
11287,7,1,0,90,1,1
11288,0,0,0,90,1,1
11289,0,0,3.07353598,90,1,1
11290,0,0,3.073952446,90,1,1
11291,0,0,3.074368911,90,1,1
11292,0,0,3.074785376,90,1,1
11293,0,0,3.075201842,90,1,1
11294,0,0,3.075203701,90,1,1
11295,0,0,3.07520556,90,1,1
11296,0,0,3.075207419,90,1,1
11297,0,0,0,90,1,1
11298,0,0,0,90,1,1
11299,0,0,0,90,1,1
11300,0,0,0,90,1,1
11301,7,1,0,90,1,1
11302,7,1,0,90,1,1
11303,7,1,0,90,1,1
11304,7,1,0,90,1,1
11305,7,1,0,90,1,1
11306,7,1,0,90,1,1
11307,7,1,0,90,1,1
11308,7,1,0,90,1,1
11309,0,0,0,90,1,1
11310,0,0,3.075209278,90,1,1
